# LAMMPS data molecule Polycrystalline Si with 3 grains

1706 atoms 
1 atom types 
0.0 21.640000 xlo xhi 
0.0 21.640000 ylo yhi 
0.0 21.640000 zlo zhi 

Atoms 

1 1 1 0.589341 1.086950 0.103955 
2 1 1 2.075155 0.619624 0.281979 
3 1 1 2.519680 1.055213 1.709863 
4 1 1 0.483507 2.688610 0.242894 
5 1 1 0.928031 3.124199 1.670779 
6 1 1 1.584224 0.356467 2.820785 
7 1 1 2.028748 0.792055 4.248670 
8 1 1 0.098409 0.823793 2.642762 
9 1 1 0.437099 2.861042 4.209585 
10 1 1 1.093292 0.093310 5.359592 
11 1 1 1.537816 0.528898 6.787476 
12 1 1 1.046884 0.265741 9.326282 
13 1 1 0.555952 0.002584 11.865089 
14 1 1 3.349302 3.355619 0.737880 
15 1 1 4.005494 0.587886 1.887887 
16 1 1 4.835117 2.888293 0.915904 
17 1 1 6.426765 0.819306 0.954988 
18 1 1 6.871290 1.254895 2.382872 
19 1 1 4.940951 1.286632 0.776965 
20 1 1 4.450019 1.023475 3.315771 
21 1 1 5.279641 3.323881 2.343788 
22 1 1 5.935833 0.556149 3.493794 
23 1 1 6.380358 0.991738 4.921679 
24 1 1 0.166005 7.493592 0.659712 
25 1 1 0.822197 4.725859 1.809718 
26 1 1 1.651820 7.026266 0.837735 
27 1 1 3.243468 4.957279 0.876819 
28 1 1 3.687992 5.392868 2.304704 
29 1 1 1.757653 5.424605 0.698796 
30 1 1 1.266722 5.161448 3.237602 
31 1 1 2.096344 7.461854 2.265620 
32 1 1 2.413846 2.656873 1.848802 
33 1 1 1.922914 2.393716 4.387609 
34 1 1 2.752536 4.694122 3.415626 
35 1 1 4.344185 2.625135 3.454710 
36 1 1 4.788709 3.060724 4.882594 
37 1 1 2.858370 3.092462 3.276687 
38 1 1 2.367438 2.829304 5.815493 
39 1 1 3.197061 5.129711 4.843510 
40 1 1 3.514563 0.324729 4.426693 
41 1 1 3.023631 0.061572 6.965499 
42 1 1 3.853253 2.361978 5.993516 
43 1 1 5.444901 0.292992 6.032601 
44 1 1 5.889426 0.728580 7.460485 
45 1 1 3.959087 0.760318 5.854577 
46 1 1 3.468155 0.497161 8.393384 
47 1 1 4.297777 2.797567 7.421401 
48 1 1 4.953970 0.029835 8.571407 
49 1 1 5.398494 0.465423 9.999292 
50 1 1 0.060171 9.095252 0.798651 
51 1 1 0.504695 9.530841 2.226535 
52 1 1 1.160888 6.763108 3.376541 
53 1 1 1.605412 7.198697 4.804426 
54 1 1 0.013764 9.267684 4.765342 
55 1 1 0.331265 4.462702 4.348524 
56 1 1 0.669956 6.499951 5.915348 
57 1 1 2.261604 4.430965 5.954432 
58 1 1 2.706129 4.866553 7.382317 
59 1 1 0.775790 4.898291 5.776409 
60 1 1 0.284858 4.635134 8.315215 
61 1 1 1.114480 6.935540 7.343232 
62 1 1 1.431982 2.130559 6.926415 
63 1 1 0.941050 1.867401 9.465221 
64 1 1 1.770673 4.167808 8.493239 
65 1 1 3.362321 2.098821 8.532323 
66 1 1 3.806846 2.534410 9.960207 
67 1 1 1.876507 2.566147 8.354299 
68 1 1 1.385575 2.302990 10.893106 
69 1 1 2.215197 4.603396 9.921123 
70 1 1 2.871389 1.835664 11.071129 
71 1 1 4.907562 0.202266 12.538098 
72 1 1 2.977223 0.234004 10.932190 
